,userId,movieId,rating,timestamp
0,1,1210,5.0,964980499
1,1,804,4.0,964980499
2,1,2018,5.0,964980523
3,1,2628,4.0,964980523
4,1,2826,4.0,964980523
5,1,3578,5.0,964980668
6,1,3617,4.0,964980683
7,1,3744,4.0,964980694
8,1,2858,5.0,964980868
9,1,101,5.0,964980868
10,1,441,4.0,964980868
11,1,1473,4.0,964980875
12,1,2997,4.0,964980896
13,1,235,4.0,964980908
14,1,1060,4.0,964980924
15,1,356,4.0,964980962
16,1,223,3.0,964980985
17,1,1500,4.0,964980985
18,1,2700,5.0,964980985
19,1,2395,5.0,964981093
20,1,3243,3.0,964981093
21,1,3253,5.0,964981107
22,1,1517,5.0,964981107
23,1,1580,3.0,964981125
24,1,1732,5.0,964981125
25,1,2596,5.0,964981144
26,1,3450,5.0,964981144
27,1,1042,4.0,964981179
28,1,543,4.0,964981179
29,1,231,5.0,964981179
30,1,333,5.0,964981179
31,1,500,3.0,964981208
32,1,216,5.0,964981208
33,1,3052,5.0,964981208
34,1,3809,4.0,964981220
35,1,1777,4.0,964981230
36,1,3,4.0,964981247
37,1,2542,5.0,964981265
38,1,2502,5.0,964981278
39,1,1136,5.0,964981327
40,1,1080,5.0,964981327
41,1,1793,4.0,964981404
42,1,1256,5.0,964981442
43,1,1927,5.0,964981497
44,1,923,5.0,964981529
45,1,3671,5.0,964981589
46,1,2872,5.0,964981680
47,1,260,5.0,964981680
48,1,1073,5.0,964981680
49,1,1097,5.0,964981680
50,1,2174,4.0,964981680
51,1,2797,4.0,964981710
52,1,2193,4.0,964981710
53,1,2161,5.0,964981710
54,1,1967,4.0,964981710
55,1,2005,5.0,964981710
56,1,367,4.0,964981710
57,1,2093,3.0,964981710
58,1,2105,4.0,964981725
59,1,2143,4.0,964981725
60,1,3479,4.0,964981725
61,1,2054,4.0,964981747
62,1,1009,3.0,964981775
63,1,673,3.0,964981775
64,1,3489,4.0,964981775
65,1,2253,2.0,964981775
66,1,1920,4.0,964981780
67,1,3439,4.0,964981799
68,1,3440,4.0,964981799
69,1,1196,5.0,964981827
70,1,1198,5.0,964981827
71,1,1214,4.0,964981855
72,1,2692,5.0,964981855
73,1,3793,5.0,964981855
74,1,1197,5.0,964981872
75,1,3062,4.0,964981872
76,1,2944,5.0,964981872
77,1,2571,5.0,964981888
78,1,2949,5.0,964981888
79,1,2028,4.0,964981888
80,1,1220,5.0,964981909
81,1,1222,5.0,964981909
82,1,1291,5.0,964981909
83,1,3703,5.0,964981909
84,1,457,5.0,964981909
85,1,110,4.0,964982176
86,1,1954,5.0,964982176
87,1,940,5.0,964982176
88,1,2947,5.0,964982176
89,1,2948,5.0,964982191
90,1,2000,4.0,964982211
91,1,6,4.0,964982224
92,1,2427,5.0,964982242
93,1,2993,5.0,964982242
94,1,2529,5.0,964982242
95,1,2991,5.0,964982271
96,1,592,4.0,964982271
97,1,3639,4.0,964982271
98,1,3527,4.0,964982271
99,1,1275,5.0,964982290
100,1,1573,5.0,964982290
101,1,2916,4.0,964982290
102,1,316,3.0,964982310
103,1,2406,4.0,964982310
104,1,1408,3.0,964982310
105,1,2273,4.0,964982310
106,1,2528,3.0,964982328
107,1,3441,5.0,964982328
108,1,1587,5.0,964982346
109,1,480,4.0,964982346
110,1,423,3.0,964982363
111,1,3729,5.0,964982363
112,1,2640,4.0,964982377
113,1,2058,5.0,964982400
114,1,1049,5.0,964982400
115,1,70,3.0,964982400
116,1,733,4.0,964982400
117,1,3740,4.0,964982417
118,1,2366,4.0,964982462
119,1,919,5.0,964982475
120,1,2987,5.0,964982495
121,1,3168,4.0,964982495
122,1,1127,4.0,964982513
123,1,2414,3.0,964982513
124,1,2115,5.0,964982529
125,1,590,4.0,964982546
126,1,648,3.0,964982563
127,1,2046,4.0,964982563
128,1,349,4.0,964982563
129,1,2099,4.0,964982588
130,1,362,5.0,964982588
131,1,2617,2.0,964982588
132,1,2470,5.0,964982588
133,1,2641,5.0,964982620
134,1,1676,3.0,964982620
135,1,2450,4.0,964982620
136,1,1552,4.0,964982620
137,1,552,4.0,964982653
138,1,736,3.0,964982653
139,2,318,3.0,1445714835
140,2,79132,4.0,1445714841
141,2,131724,5.0,1445714851
142,2,115713,3.5,1445714854
143,2,99114,3.5,1445714874
144,2,112552,4.0,1445714882
145,2,3578,4.0,1445714885
146,2,91529,3.5,1445714891
147,2,74458,4.0,1445714926
148,2,91658,2.5,1445714938
149,2,77455,3.0,1445714941
150,2,6874,4.0,1445714952
151,2,8798,3.5,1445714960
152,2,106782,5.0,1445714966
153,2,71535,3.0,1445714974
154,2,60756,5.0,1445714980
155,2,46970,4.0,1445715013
156,3,1275,3.5,1306463323
157,3,2105,2.0,1306463559
158,3,1371,3.0,1306463561
159,3,914,0.5,1306463567
160,3,1263,0.5,1306463569
161,3,2080,0.5,1306463572
162,3,31,0.5,1306463578
163,3,720,0.5,1306463595
164,3,3703,5.0,1306463603
165,3,849,5.0,1306463611
166,3,647,0.5,1306463619
167,3,1272,0.5,1306463624
168,3,1093,0.5,1306463627
169,3,2288,4.0,1306463631
170,3,3210,0.5,1306463638
171,3,6835,5.0,1306463670
172,3,7991,5.0,1306463684
173,3,5746,5.0,1306463708
174,3,5181,5.0,1306463718
175,3,4518,5.0,1306463770
176,3,70946,5.0,1306463815
177,3,5919,5.0,1306463825
178,3,2851,5.0,1306463925
179,4,171,3.0,945078428
180,4,902,4.0,945078446
181,4,1304,3.0,945078467
182,4,417,2.0,945078467
183,4,2351,4.0,945078467
184,4,2959,2.0,945078528
185,4,2712,2.0,945078542
186,4,162,5.0,945078571
187,4,599,2.0,945078587
188,4,759,3.0,945078601
189,4,538,5.0,945078636
190,4,368,4.0,945078690
191,4,1283,5.0,945078690
192,4,2019,2.0,945078690
193,4,2921,4.0,945078708
194,4,2843,5.0,945078814
195,4,2583,5.0,945078863
196,4,2973,2.0,945078946
197,4,1079,2.0,945078946
198,4,1967,5.0,945078967
199,4,1199,2.0,945078967
200,4,2692,5.0,945079013
201,4,2076,4.0,945079052
202,4,215,5.0,945079078
203,4,800,4.0,945079106
204,4,509,1.0,945079106
205,4,1733,5.0,945079143
206,4,2390,5.0,945079164
207,4,319,5.0,945079182
208,4,1025,4.0,945079232
209,4,190,2.0,945079259
210,4,457,5.0,945079259
211,4,260,5.0,945079259
212,4,1084,5.0,945079259
213,4,553,2.0,945079301
214,4,1073,4.0,945079483
215,4,919,5.0,945079521
216,4,2078,5.0,945079521
217,4,1282,5.0,945079653
218,4,1288,4.0,945079653
219,4,1947,5.0,945079653
220,4,899,4.0,945079653
221,4,588,4.0,945079670
222,4,914,5.0,945079670
223,4,1213,4.0,945079729
224,4,2203,4.0,945079729
225,4,1449,5.0,945079767
226,4,2683,4.0,945079790
227,4,1517,4.0,945079790
228,4,904,4.0,945079837
229,4,1617,2.0,945079837
230,4,2467,4.0,945079858
231,4,492,5.0,945079872
232,4,1732,4.0,945079889
233,4,648,3.0,945079906
234,4,1597,1.0,945079906
235,4,3044,5.0,945079920
236,4,1719,4.0,945079956
237,4,296,1.0,945173350
238,4,2571,1.0,945173385
239,4,47,2.0,945173425
240,4,32,2.0,945173447
241,4,1466,4.0,945173492
242,4,235,2.0,945173513
243,4,2770,2.0,945173553
244,4,920,5.0,945173602
245,4,1046,5.0,945173654
246,4,1077,5.0,945173692
247,4,1391,1.0,945173766
248,4,908,5.0,945173902
249,4,912,5.0,945173902
250,4,910,5.0,945173989
251,4,2186,5.0,945174008
252,4,1250,5.0,945174008
253,4,1203,5.0,945174025
254,4,1834,5.0,945174134
255,4,475,5.0,945174290
256,4,1704,1.0,945629015
257,4,222,1.0,945629040
258,4,345,4.0,945629063
259,4,1895,4.0,945629179
260,4,2282,1.0,945629238
261,4,3481,2.0,964538243
262,4,3365,5.0,964538329
263,4,3508,5.0,964538351
264,4,58,3.0,964538444
265,4,265,5.0,964538468
266,4,1094,3.0,964538500
267,4,1188,5.0,964538500
268,4,342,5.0,964538500
269,4,930,5.0,964538571
270,4,1198,3.0,964538728
271,4,1259,4.0,964538728
272,4,1197,5.0,964538763
273,4,1291,4.0,964538763
274,4,1196,5.0,964538763
275,4,539,1.0,964538832
276,4,3175,1.0,964538930
277,4,2336,2.0,964538964
278,4,3788,3.0,964539085
279,4,3160,4.0,964539121
280,4,2858,5.0,964539140
281,4,1179,4.0,964539180
